0.000000,18.146666,17.126667
0.000402,18.173334,17.146666
0.000803,18.099998,17.126667
0.001204,18.213333,17.106667
0.001605,18.119999,17.120001
0.002006,18.086666,17.093332
0.002408,18.086666,17.073334
0.002810,18.053333,17.033333
0.003212,18.079998,17.053333
0.003614,18.053333,17.039999
0.004015,18.020000,16.986668
0.004416,18.033333,16.959999
0.004817,18.040001,17.013332
0.005218,18.006666,16.986668
0.005619,17.980000,17.073334
0.006020,17.959999,16.939999
0.006422,17.946665,16.953333
0.006823,17.946665,16.939999
0.007226,17.906668,16.900000
0.007628,17.900000,16.900000
0.008029,17.906668,16.866667
0.008431,17.833332,16.900000
0.008832,17.866667,16.900000
0.009233,17.879999,16.900000
0.009634,17.793333,16.933332
0.010035,17.840000,16.886665
0.010436,17.799999,16.873333
0.010838,17.760000,16.833334
0.011239,17.786667,16.840000
0.011641,17.773333,16.826666
0.012042,17.746666,16.793333
0.012443,17.706665,16.773333
0.012844,17.740000,16.713333
0.013245,17.706665,16.779999
0.013646,17.733334,16.766666
0.014047,17.679998,16.706667
0.014448,17.673332,16.726667
0.014849,17.639999,16.713333
0.015251,17.679998,16.680000
0.015652,17.626667,16.646666
0.016053,17.633333,16.673332
0.016455,17.600000,16.680000
0.016856,17.526667,16.619999
0.017258,17.559999,16.586666
0.017659,17.506666,16.619999
0.018061,17.513334,16.580000
0.018462,17.526667,16.586666
0.018863,17.446667,16.526667
0.019265,17.473333,16.533333
0.019666,17.473333,16.446667
0.020068,17.439999,16.473333
0.020470,17.446667,16.413332
0.020872,17.419998,16.446667
0.021274,17.386667,16.346666
0.021675,17.340000,16.446667
0.022076,17.353333,16.406666
0.022477,17.346666,16.386665
0.022879,17.326666,16.333334
0.023280,17.326666,16.353333
0.023682,17.380001,16.320000
0.024083,17.286665,16.313334
0.024484,17.260000,16.279999
0.024885,17.326666,16.346666
0.025286,17.266666,16.299999
0.025687,17.246666,16.279999
0.026088,17.186666,16.253332
0.026490,17.193333,16.186666
0.026891,17.199999,16.246666
0.027292,17.159998,16.160000
0.027694,17.153332,16.166666
0.028095,17.133333,16.099998
0.028496,17.093332,16.119999
0.028897,17.100000,16.099998
0.029299,17.053333,16.066668
0.029701,16.953333,16.093332
0.030102,17.059999,16.093332
0.030503,17.019999,16.026667
0.030904,17.033333,16.039999
0.031305,16.973333,16.006666
0.031706,16.980000,16.020000
0.032107,16.959999,15.973332
0.032509,16.966667,15.960000
0.032911,16.926666,15.920000
0.033312,16.933332,15.913334
0.033713,16.913332,15.913334
0.034114,16.879999,15.866667
0.034516,16.886665,15.846667
0.034917,16.879999,15.853333
0.035319,16.879999,15.760000
0.035721,16.840000,15.893333
0.036122,16.833334,15.786667
0.036523,16.840000,15.773333
0.036925,16.826666,15.760000
0.037327,16.779999,15.780001
0.037728,16.779999,15.733333
0.038130,16.740000,15.673333
0.038531,16.740000,15.700000
0.038932,16.773333,15.686666
0.039334,16.759998,15.626667
0.039735,16.693333,15.653334
0.040137,16.706667,15.633333
0.040538,16.633331,15.579999
0.040939,16.639999,15.599999
0.041341,16.626665,15.573333
0.041742,16.526667,15.520000
0.042143,16.559999,15.426665
0.042544,16.566666,15.546666
0.042945,16.533333,15.346666
0.043347,16.519999,15.520000
0.043748,16.413332,15.473333
0.044149,16.446667,15.413333
0.044551,16.453333,15.406667
0.044952,16.440001,15.400000
0.045354,16.413332,15.393333
0.045755,16.413332,15.333333
0.046157,16.340000,15.346666
0.046559,16.353333,15.313333
0.046961,16.333334,15.306666
0.047362,16.266666,15.273333
0.047763,16.320000,15.280000
0.048165,16.299999,15.219999
0.048566,16.326666,15.253334
0.048967,16.233332,15.219999
0.049369,16.193333,15.219999
0.049770,16.146666,15.413333
0.050173,16.253332,15.173333
0.050575,16.160000,15.119999
0.050976,16.119999,15.100000
0.051377,16.073334,15.106667
0.051779,16.053333,14.953333
0.052180,15.960000,14.953333
0.052582,16.066668,14.953333
0.052983,16.006666,14.953333
0.053385,15.993333,14.953333
0.053787,15.966666,14.940000
0.054188,15.940000,14.933333
0.054590,15.926666,14.820000
0.054991,15.886665,14.926667
0.055393,15.886665,14.886666
0.055794,15.860000,14.953333
0.056196,15.846667,14.846666
0.056597,15.793333,14.833332
0.056998,15.786667,14.793334
0.057400,15.753332,14.733334
0.057801,15.746666,14.766665
0.058202,15.720000,14.693333
0.058604,15.726666,14.699999
0.059005,15.686666,14.693333
0.059408,15.660000,14.679999
0.059809,15.606667,14.666667
0.060211,15.560000,14.633332
0.060612,15.613333,14.600000
0.061013,15.579999,14.646667
0.061415,15.560000,14.546666
0.061816,15.540000,14.540000
0.062218,15.506666,14.546666
0.062619,15.486666,14.520000
0.063020,15.480000,14.499999
0.063423,15.440000,14.473333
0.063824,15.419999,14.433332
0.064226,15.419999,14.439999
0.064627,15.386667,14.353333
0.065028,15.359999,14.373332
0.065429,15.340000,14.386666
0.065831,15.313333,14.353333
0.066232,15.346666,14.200001
0.066633,15.293332,14.333334
0.067034,15.206666,14.206667
0.067435,15.100000,14.253333
0.067836,15.186667,14.259999
0.068237,15.206666,14.206667
0.068639,15.186667,14.253333
0.069040,15.153333,14.259999
0.069442,15.146667,14.180000
0.069844,15.113333,14.153333
0.070245,15.173333,13.993333
0.070646,15.026666,14.026667
0.071047,15.060000,14.093333
0.071449,14.953333,14.080000
0.071850,14.953333,14.080000
0.072251,14.946667,14.020000
0.072652,14.946667,14.006667
0.073053,14.886666,13.993333
0.073455,14.886666,13.993333
0.073856,14.860001,13.960000
0.074258,14.860001,13.940001
0.074660,14.733334,13.913332
0.075062,14.813333,13.813334
0.075463,14.773334,13.860000
0.075866,14.766665,13.833333
0.076268,14.740000,13.833333
0.076670,14.726667,13.846665
0.077072,14.693333,13.786667
0.077474,14.753333,13.766666
0.077875,14.659999,13.766666
0.078276,14.646667,13.746667
0.078677,14.606667,13.713332
0.079078,14.566666,13.713332
0.079479,14.620000,13.653334
0.079881,14.533334,13.653334
0.080282,14.506667,13.626666
0.080684,14.506667,13.599999
0.081085,14.453333,13.559999
0.081487,14.406667,13.559999
0.081888,14.420000,13.539999
0.082290,14.406667,13.646666
0.082691,14.380000,13.426666
0.083093,14.326666,13.466666
0.083494,14.340000,13.286667
0.083895,14.306665,13.533333
0.084296,14.340000,13.446666
0.084698,14.259999,13.333333
0.085099,14.206667,13.466666
0.085501,14.200001,13.306666
0.085903,14.200001,13.440000
0.086305,14.166666,13.293333
0.086707,14.146667,13.286667
0.087109,14.146667,13.286667
0.087510,14.099999,13.259999
0.087911,14.039999,13.200000
0.088312,14.026667,13.213333
0.088714,14.086666,13.206666
0.089116,14.006667,13.200000
0.089517,14.053333,13.146667
0.089919,13.993333,13.100000
0.090320,13.900000,13.120000
0.090721,13.920000,13.093333
0.091122,13.886666,13.026667
0.091524,13.880000,13.013333
0.091925,13.846665,13.026667
0.092327,13.813334,12.946667
0.092728,13.986667,12.946667
0.093129,13.846665,12.946667
0.093530,13.766666,12.919999
0.093931,13.733333,12.926666
0.094333,13.720000,12.860000
0.094734,13.686666,12.846666
0.095135,13.653334,12.840000
0.095537,13.646666,12.806666
0.095938,13.626666,12.780000
0.096340,13.593333,12.766666
0.096742,13.559999,12.766666
0.097143,13.539999,12.706667
0.097544,13.526667,12.873333
0.097945,13.500000,12.666666
0.098347,13.466666,12.646667
0.098748,13.466666,12.633333
0.099149,13.433333,12.620000
0.099551,13.493333,12.593333
0.099952,13.393333,12.506667
0.100354,13.360000,12.540000
